YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,SCORE
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,61
2017,2017,1964,PRIVATE,20,Scarborough Southwest,3744 ST CLAIR AVE E,6,88,72
2017,2017,1952,PRIVATE,02,Etobicoke Centre,14 BEXHILL CRT,4,14,60
2017,2017,1943,PRIVATE,02,Etobicoke Centre,18 ANGLESEY BLVD,4,25,55
2017,2017,1953,PRIVATE,02,Etobicoke Centre,20 ANGLESEY BLVD,4,25,61
2017,2017,1949,PRIVATE,12,Toronto-St. Paul's,1996 BATHURST ST,4,39,53
2017,2017,1920,PRIVATE,11,University-Rosedale,723 BLOOR ST W,4,16,63
2017,2017,1952,PRIVATE,02,Etobicoke Centre,4 BEXHILL CRT,4,13,57
2017,2017,1971,PRIVATE,17,Don Valley North,4005 BAYVIEW AVE,12,235,85
2017,2017,1967,PRIVATE,22,Scarborough-Agincourt,2237 BIRCHMOUNT RD,5,44,68
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,2241 BIRCHMOUNT RD,5,27,68
2017,2017,1965,PRIVATE,08,Eglinton-Lawrence,630 ROSELAWN AVE,9,104,68
2017,2017,1953,PRIVATE,08,Eglinton-Lawrence,6 SARANAC BLVD,4,26,64
2017,2017,1954,PRIVATE,11,University-Rosedale,40 PARK RD,7,39,64
2017,2017,1932,PRIVATE,20,Scarborough Southwest,2402 QUEEN ST E,4,21,72
2017,2017,1937,PRIVATE,20,Scarborough Southwest,2404 QUEEN ST E,4,20,69
2017,2017,1950,PRIVATE,12,Toronto-St. Paul's,105 KENWOOD AVE,4,31,63
2017,2017,1954,PRIVATE,05,York South-Weston,5 A JASPER AVE,3,10,58
2017,2017,1937,PRIVATE,12,Toronto-St. Paul's,540 RUSSELL HILL RD,5,32,62
2017,2017,1954,PRIVATE,12,Toronto-St. Paul's,555 RUSSELL HILL RD,5,32,62
2017,2017,1958,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,63
2017,2017,1964,PRIVATE,05,York South-Weston,787 JANE ST,9,107,60
2017,2017,2013,PRIVATE,13,Toronto Centre,132 BERKELEY ST,10,177,79
2017,2017,1933,PRIVATE,12,Toronto-St. Paul's,1510 BATHURST ST,4,24,65
2017,2017,1958,PRIVATE,15,Don Valley West,1674 BAYVIEW AVE,3,29,59
2017,2017,1971,PRIVATE,17,Don Valley North,4001 BAYVIEW AVE,12,234,83
2017,2017,1971,PRIVATE,17,Don Valley North,4003 BAYVIEW AVE,12,172,86
2017,2017,1964,PRIVATE,06,York Centre,6000 BATHURST ST,12,108,57
2017,2017,1970,PRIVATE,15,Don Valley West,136 BROADWAY AVE,6,39,72
2017,2017,1989,SOCIAL HOUSING,14,Toronto-Danforth,502 EASTERN AVE,5,19,60
2017,2017,1964,PRIVATE,06,York Centre,11 GOLDFINCH CRT,15,174,65
2017,2017,1926,PRIVATE,04,Parkdale-High Park,5 HIGH PARK AVE,3,21,61
2017,2017,1953,PRIVATE,08,Eglinton-Lawrence,30 COVINGTON RD,4,26,64
2017,2017,1990,SOCIAL HOUSING,14,Toronto-Danforth,570 COXWELL AVE,3,11,61
2017,2017,1928,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,63
2017,2017,1964,PRIVATE,06,York Centre,12 ROCKFORD RD,13,128,72
2017,2017,1941,PRIVATE,15,Don Valley West,2 DU MAURIER BLVD,4,28,74
2017,2017,1920,PRIVATE,09,Davenport,1625 DUPONT ST,4,10,67
2017,2017,1955,PRIVATE,14,Toronto-Danforth,280 SAMMON AVE,4,34,55
2017,2017,1930,PRIVATE,14,Toronto-Danforth,5 DONLANDS AVE,4,24,64
2017,2017,1965,PRIVATE,06,York Centre,25 CEDARCROFT BLVD,13,132,63
2017,2017,1951,PRIVATE,08,Eglinton-Lawrence,312 DOUGLAS AVE,3,11,65
2017,2017,1969,PRIVATE,02,Etobicoke Centre,1 RICHVIEW RD,19,365,68
2017,2017,1973,PRIVATE,02,Etobicoke Centre,25 RICHVIEW RD,15,141,66
2017,2017,1972,PRIVATE,02,Etobicoke Centre,39 RICHVIEW RD,20,234,65
2017,2017,1965,PRIVATE,08,Eglinton-Lawrence,120 SHELBORNE AVE,15,187,67
2017,2017,1965,PRIVATE,20,Scarborough Southwest,3750 ST CLAIR AVE E,7,55,52
2017,2017,1972,PRIVATE,05,York South-Weston,1059 WESTON RD,3,14,59
2017,2017,1953,SOCIAL HOUSING,03,Etobicoke-Lakeshore,5 FORTY THIRD ST,3,40,71
2017,2017,1953,SOCIAL HOUSING,03,Etobicoke-Lakeshore,15 FORTY THIRD ST,3,25,73
2017,2017,1958,PRIVATE,01,Etobicoke North,2356 ISLINGTON AVE,3,18,56
2017,2017,1972,PRIVATE,01,Etobicoke North,2362 ISLINGTON AVE,3,13,61
2017,2017,1958,PRIVATE,08,Eglinton-Lawrence,1480 EGLINTON AVE W,4,11,60
2017,2017,1954,PRIVATE,08,Eglinton-Lawrence,1500 EGLINTON AVE W,4,34,60
2017,2017,1937,PRIVATE,08,Eglinton-Lawrence,1798 EGLINTON AVE W,3,34,59
2017,2017,1941,PRIVATE,15,Don Valley West,3 DU MAURIER BLVD,4,37,77
2017,2017,1941,PRIVATE,15,Don Valley West,5 DU MAURIER BLVD,4,41,75
2017,2017,1964,PRIVATE,04,Parkdale-High Park,200 DUFFERIN ST,14,251,64
2017,2017,1937,PRIVATE,12,Toronto-St. Paul's,5 CLAXTON BLVD,3,18,68
2017,2017,1972,PRIVATE,22,Scarborough-Agincourt,2727 VICTORIA PARK AVE,13,178,65
2017,2017,1965,PRIVATE,07,Humber River-Black Creek,99 MATTSON RD,4,30,61
2017,2017,1964,PRIVATE,04,Parkdale-High Park,21 MAYNARD AVE,11,117,57
2017,2017,1978,PRIVATE,04,Parkdale-High Park,22 MAYNARD AVE,3,36,63
2017,2017,1964,PRIVATE,20,Scarborough Southwest,121 MINERVA AVE,6,90,69
2017,2017,1964,PRIVATE,20,Scarborough Southwest,131 MINERVA AVE,6,83,69
2017,2017,1957,PRIVATE,14,Toronto-Danforth,470 MORTIMER AVE,4,42,74
2017,2017,1955,PRIVATE,11,University-Rosedale,27 WALMER RD,4,38,63
2017,2017,1971,PRIVATE,11,University-Rosedale,34 WALMER RD,10,61,65
2017,2017,1974,PRIVATE,02,Etobicoke Centre,340 MILL RD,19,225,66
2017,2017,1982,PRIVATE,16,Don Valley East,1530 VICTORIA PARK AVE,9,141,79
2017,2017,1964,PRIVATE,02,Etobicoke Centre,2 TRIBURNHAM PL,10,137,72
2017,2017,1968,PRIVATE,09,Davenport,161 OAKWOOD AVE,19,151,70
2017,2017,1962,PRIVATE,02,Etobicoke Centre,311 THE WEST MALL,7,109,58
2017,2017,1951,PRIVATE,09,Davenport,1095 ST CLAIR AVE W,3,11,56
2017,2017,1967,PRIVATE,16,Don Valley East,10 ST DENNIS DR,9,325,64
2017,2017,1968,PRIVATE,19,Beaches-East York,1501 WOODBINE AVE,20,304,72
2017,2017,1986,PRIVATE,11,University-Rosedale,22 WOODLAWN AVE E,5,25,71
2017,2017,1972,PRIVATE,07,Humber River-Black Creek,3400 WESTON RD,27,263,64
2017,2017,1958,PRIVATE,05,York South-Weston,1197 WESTON RD,3,15,72
2017,2017,1960,PRIVATE,05,York South-Weston,2275 WESTON RD,3,61,64
2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,450 WINONA DR,6,124,65
2017,2017,1957,PRIVATE,11,University-Rosedale,11 ELM AVE,4,59,77
2017,2017,1956,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,64
2017,2017,1969,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,73
2017,2017,1960,PRIVATE,20,Scarborough Southwest,4 FOLCROFT AVE,3,13,56
2017,2017,1954,PRIVATE,20,Scarborough Southwest,62 GLEN EVEREST RD,4,46,64
2017,2017,1972,PRIVATE,07,Humber River-Black Creek,2405 FINCH AVE W,27,258,69
2017,2017,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,47,63
2017,2017,1956,PRIVATE,20,Scarborough Southwest,19 ENGELHART CRES,3,11,68
2017,2017,1956,PRIVATE,20,Scarborough Southwest,23 ENGELHART CRES,3,11,68
2017,2017,1956,PRIVATE,20,Scarborough Southwest,64 HARRIS PARK DR,3,11,65
2017,2017,1957,PRIVATE,11,University-Rosedale,5 ELM AVE,4,66,77
2017,2017,1968,PRIVATE,01,Etobicoke North,290 DIXON RD,6,49,68
2017,2017,1982,PRIVATE,16,Don Valley East,1770 EGLINTON AVE E,7,92,79
2017,2017,1982,PRIVATE,16,Don Valley East,1780 EGLINTON AVE E,9,203,79
2017,2017,1982,PRIVATE,16,Don Valley East,1790 EGLINTON AVE E,9,117,79
2017,2017,1928,PRIVATE,12,Toronto-St. Paul's,7 EDMUND AVE,6,68,63
2017,2017,2011,SOCIAL HOUSING,11,University-Rosedale,110 EDWARD ST,5,50,80
2017,2017,1929,PRIVATE,12,Toronto-St. Paul's,1 CLARENDON AVE,6,42,68
2017,2017,1959,PRIVATE,12,Toronto-St. Paul's,268 POPLAR PLAINS RD,10,59,69
2017,2017,1961,PRIVATE,24,Scarborough-Guildwood,5 CEDAR DR,10,86,51
2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,321 CHAPLIN CRES,8,74,71
2017,2017,1964,PRIVATE,15,Don Valley West,26 CARLUKE CRES,14,157,67
2017,2017,1964,PRIVATE,15,Don Valley West,32 CARLUKE CRES,7,103,63
2017,2017,1964,PRIVATE,15,Don Valley West,38 CARLUKE CRES,7,104,63
2017,2017,1960,PRIVATE,20,Scarborough Southwest,20 PELL ST,3,11,53
2017,2017,1960,PRIVATE,20,Scarborough Southwest,22 PELL ST,3,10,51
2017,2017,1960,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,51
2017,2017,1955,PRIVATE,09,Davenport,2 REGAL RD,8,104,66
2017,2017,1976,PRIVATE,01,Etobicoke North,50 PANORAMA CRT,19,223,69
2017,2017,1963,PRIVATE,08,Eglinton-Lawrence,625 ROSELAWN AVE,9,91,65
2017,2017,1966,PRIVATE,03,Etobicoke-Lakeshore,8 SAND BEACH RD,3,24,66
2017,2017,1970,PRIVATE,02,Etobicoke Centre,1 RABBIT LANE,7,33,60
2017,2017,1960,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,62
2017,2017,1960,PRIVATE,13,Toronto Centre,437 JARVIS ST,7,76,66
2017,2017,1961,PRIVATE,16,Don Valley East,1441 LAWRENCE AVE E,14,251,65
2017,2017,1968,PRIVATE,20,Scarborough Southwest,3207 KINGSTON RD,5,53,70
2017,2017,1953,PRIVATE,03,Etobicoke-Lakeshore,2663 LAKE SHORE BLVD W,8,111,69
2017,2017,1955,PRIVATE,03,Etobicoke-Lakeshore,2667 LAKE SHORE BLVD W,4,17,67
2017,2017,1967,PRIVATE,17,Don Valley North,10 RUDDINGTON DR,13,155,65
2017,2017,1968,PRIVATE,17,Don Valley North,11 RUDDINGTON DR,13,155,68
2017,2017,1955,PRIVATE,05,York South-Weston,2641 KEELE ST,3,21,55
2017,2017,1955,PRIVATE,05,York South-Weston,2643 KEELE ST,3,21,53
2017,2017,1960,PRIVATE,02,Etobicoke Centre,8 ANGLESEY BLVD,4,23,54
2017,2017,1930,PRIVATE,12,Toronto-St. Paul's,26 BALMORAL AVE,3,28,60
2017,2017,1954,PRIVATE,12,Toronto-St. Paul's,1 A BANSLEY AVE,4,19,65
2017,2017,1962,PRIVATE,16,Don Valley East,85 BARTLEY DR,4,15,73
2017,2017,1967,PRIVATE,02,Etobicoke Centre,5 CAPRI RD,25,329,58
2017,2017,1965,PRIVATE,12,Toronto-St. Paul's,425 AVENUE RD,8,47,73
2017,2017,1955,PRIVATE,03,Etobicoke-Lakeshore,2844 BLOOR ST W,3,14,64
2017,2017,1950,PRIVATE,06,York Centre,4234 BATHURST ST,3,13,58
2017,2017,1956,PRIVATE,06,York Centre,4238 BATHURST ST,3,13,54
2017,2017,1963,PRIVATE,20,Scarborough Southwest,739 BIRCHMOUNT RD,9,124,62
2017,2017,1956,PRIVATE,12,Toronto-St. Paul's,291 AVENUE RD,8,96,64
2017,2017,1997,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,78
2017,2017,1991,SOCIAL HOUSING,13,Toronto Centre,431 DUNDAS ST E,4,37,73
2017,2017,1965,PRIVATE,11,University-Rosedale,161 CHRISTIE ST,4,15,59
2017,2017,1959,PRIVATE,20,Scarborough Southwest,25 PARKETTE PL,5,61,60
2017,2017,1967,PRIVATE,20,Scarborough Southwest,2550 KINGSTON RD,17,201,73
2017,2017,1967,PRIVATE,20,Scarborough Southwest,2560 KINGSTON RD,17,201,72
2017,2017,1968,PRIVATE,20,Scarborough Southwest,2570 KINGSTON RD,10,118,69
2017,2017,1970,PRIVATE,07,Humber River-Black Creek,2940 JANE ST,13,153,61
2017,2017,1970,PRIVATE,07,Humber River-Black Creek,2970 JANE ST,14,164,57
2017,2017,1972,PRIVATE,07,Humber River-Black Creek,2740 JANE ST,5,52,69
2017,2017,1960,PRIVATE,07,Humber River-Black Creek,2900 JANE ST,14,183,58
2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,2313 LAKE SHORE BLVD W,10,133,71
2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,2323 LAKE SHORE BLVD W,10,133,74
2017,2017,1958,PRIVATE,03,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,63
2017,2017,1960,PRIVATE,05,York South-Weston,1848 JANE ST,3,21,61
2017,2017,1960,PRIVATE,01,Etobicoke North,11 BERGAMOT AVE,7,130,60
2017,2017,1960,PRIVATE,01,Etobicoke North,25 BERGAMOT AVE,4,73,64
2017,2017,1960,PRIVATE,01,Etobicoke North,27 BERGAMOT AVE,7,130,66
2017,2017,1929,PRIVATE,11,University-Rosedale,42 BARTON AVE,4,24,65
2017,2017,1960,PRIVATE,09,Davenport,480 CALEDONIA RD,4,28,64
2017,2017,1960,PRIVATE,18,Willowdale,6161 BATHURST ST,13,170,54
2017,2017,1961,PRIVATE,20,Scarborough Southwest,1 BRIMLEY RD,6,58,62
2017,2017,1964,PRIVATE,01,Etobicoke North,6 AUBURNDALE CRT,7,82,58
2017,2017,1959,PRIVATE,08,Eglinton-Lawrence,12 BIDEFORD AVE,4,56,68
2017,2017,1956,PRIVATE,08,Eglinton-Lawrence,15 BIDEFORD AVE,6,44,63
2017,2017,1970,PRIVATE,21,Scarborough Centre,1 ANTRIM CRES,12,167,79
2017,2017,1971,PRIVATE,21,Scarborough Centre,11 ANTRIM CRES,12,167,79
2017,2017,1971,PRIVATE,21,Scarborough Centre,20 ANTRIM CRES,13,177,79
2017,2017,1972,PRIVATE,21,Scarborough Centre,30 ANTRIM CRES,10,135,87
2017,2017,1974,PRIVATE,21,Scarborough Centre,41 ANTRIM CRES,14,192,81
2017,2017,1960,PRIVATE,01,Etobicoke North,9 BERGAMOT AVE,4,73,61
2017,2017,1934,PRIVATE,12,Toronto-St. Paul's,101 LAWTON BLVD,5,46,68
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,50 OXTON AVE,3,32,64
2017,2017,1938,PRIVATE,12,Toronto-St. Paul's,26 TICHESTER RD,4,32,63
2017,2017,1930,PRIVATE,12,Toronto-St. Paul's,2094 YONGE ST,3,10,58
2017,2017,1937,PRIVATE,12,Toronto-St. Paul's,64 ST CLAIR AVE W,6,97,62
2017,2017,1926,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE W,4,25,62
2017,2017,1970,PRIVATE,12,Toronto-St. Paul's,250 ST CLAIR AVE W,4,45,64
2017,2017,1969,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,75
2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,205 WILSON AVE,3,20,64
2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,211 WILSON AVE,3,26,64
2017,2017,1970,PRIVATE,04,Parkdale-High Park,70 WILSON PARK RD,3,25,56
2017,2017,1961,PRIVATE,05,York South-Weston,2220 WESTON RD,6,93,75
2017,2017,1962,PRIVATE,12,Toronto-St. Paul's,30 THELMA AVE,3,32,61
2017,2017,1934,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,65
2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,42 GLEN ELM AVE,3,39,64
2017,2017,1954,PRIVATE,12,Toronto-St. Paul's,49 GLEN ELM AVE,4,71,62
2017,2017,1959,PRIVATE,09,Davenport,2005 EGLINTON AVE W,5,78,64
2017,2017,1939,PRIVATE,13,Toronto Centre,368 GEORGE ST,3,16,57
2017,2017,1961,PRIVATE,15,Don Valley West,200 ERSKINE AVE,4,15,70
2017,2017,1947,PRIVATE,15,Don Valley West,109 ERSKINE AVE,4,34,71
2017,2017,1940,PRIVATE,12,Toronto-St. Paul's,166 EASTBOURNE AVE,3,21,63
2017,2017,1970,PRIVATE,15,Don Valley West,15 ERSKINE AVE,16,65,77
2017,2017,2012,SOCIAL HOUSING,13,Toronto Centre,425 DUNDAS ST E,5,32,78
2017,2017,1912,PRIVATE,11,University-Rosedale,677 COLLEGE ST,3,32,55
2017,2017,1960,PRIVATE,14,Toronto-Danforth,125 COSBURN AVE,4,30,74
2017,2017,1962,PRIVATE,14,Toronto-Danforth,150 COSBURN AVE,12,153,69
2017,2017,1950,PRIVATE,12,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,61
2017,2017,1950,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,63
2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,63
2017,2017,1912,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,56
2017,2017,1969,PRIVATE,09,Davenport,357 RUSHOLME RD,16,267,68
2017,2017,1964,PRIVATE,13,Toronto Centre,670 PARLIAMENT ST,15,239,61
2017,2017,1956,PRIVATE,06,York Centre,11 ROSSEAU RD,3,11,51
2017,2017,1964,PRIVATE,13,Toronto Centre,135 ROSE AVE,15,239,57
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,17 LASCELLES BLVD,17,157,70
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,19 LASCELLES BLVD,17,157,68
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,21 LASCELLES BLVD,17,173,66
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,23 LASCELLES BLVD,18,235,67
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,25 LASCELLES BLVD,17,235,70
2017,2017,1961,PRIVATE,19,Beaches-East York,191 KENILWORTH AVE,4,31,72
2017,2017,1958,PRIVATE,04,Parkdale-High Park,596 JANE ST,3,17,71
2017,2017,1953,PRIVATE,05,York South-Weston,2639 KEELE ST,3,11,53
2017,2017,1960,PRIVATE,11,University-Rosedale,375 BRUNSWICK AVE,9,63,54
2017,2017,1932,PRIVATE,12,Toronto-St. Paul's,1520 BATHURST ST,4,24,64
2017,2017,1932,PRIVATE,12,Toronto-St. Paul's,1524 BATHURST ST,4,24,60
2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,67
2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,64
2017,2017,1940,PRIVATE,14,Toronto-Danforth,846-850 BROADVIEW AVE,3,24,64
2017,2017,1940,PRIVATE,14,Toronto-Danforth,849 BROADVIEW AVE,4,32,67
2017,2017,1964,PRIVATE,06,York Centre,4160 BATHURST ST,7,67,49
2017,2017,2005,PRIVATE,06,York Centre,3810 BATHURST ST,6,84,72
2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,450 WALMER RD,15,171,69
2017,2017,1981,SOCIAL HOUSING,20,Scarborough Southwest,110 MASON RD,7,53,82
2017,2017,1952,PRIVATE,09,Davenport,345 WESTMOUNT AVE,3,29,57
2017,2017,1952,PRIVATE,09,Davenport,355 WESTMOUNT AVE,3,29,55
2017,2017,1952,PRIVATE,09,Davenport,365 WESTMOUNT AVE,3,29,57
2017,2017,1950,PRIVATE,09,Davenport,370 WESTMOUNT AVE,3,29,64
2017,2017,1990,PRIVATE,08,Eglinton-Lawrence,49 NEPTUNE DR,3,10,54
2017,2017,1966,PRIVATE,24,Scarborough-Guildwood,45 LIVINGSTON RD,16,188,76
2017,2017,1957,PRIVATE,08,Eglinton-Lawrence,45 LORINDALE AVE,3,25,67
2017,2017,1974,PRIVATE,19,Beaches-East York,50 MAIN ST,5,38,69
2017,2017,1967,PRIVATE,13,Toronto Centre,700 ONTARIO ST,14,279,56
2017,2017,1967,PRIVATE,13,Toronto Centre,730 ONTARIO ST,14,279,53
2017,2017,1940,SOCIAL HOUSING,19,Beaches-East York,26 NORWOOD RD,3,12,64
2017,2017,1996,PRIVATE,12,Toronto-St. Paul's,1920 YONGE ST,7,102,68
2017,2017,1960,PRIVATE,11,University-Rosedale,161 ST GEORGE ST,7,62,63
2017,2017,1956,PRIVATE,11,University-Rosedale,169 ST GEORGE ST,9,52,63
2017,2017,1952,PRIVATE,08,Eglinton-Lawrence,24 HOTSPUR RD,3,10,56
2017,2017,1964,PRIVATE,13,Toronto Centre,99 HOWARD ST,15,239,61
2017,2017,1977,PRIVATE,19,Beaches-East York,650 WOODBINE AVE,4,38,73
2017,2017,1970,PRIVATE,19,Beaches-East York,1017 WOODBINE AVE,6,59,73
2017,2017,1974,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,78
2017,2017,1970,PRIVATE,16,Don Valley East,150 GRAYDON HALL DR,25,298,60
2017,2017,1962,PRIVATE,24,Scarborough-Guildwood,25 GREENBRAE CRCT,6,60,74
2017,2017,1962,PRIVATE,24,Scarborough-Guildwood,35 GREENBRAE CRCT,6,70,80
2017,2017,1950,PRIVATE,07,Humber River-Black Creek,1738 WILSON AVE,3,10,52
2017,2017,1973,PRIVATE,07,Humber River-Black Creek,1748 WILSON AVE,3,10,61
2017,2017,1967,PRIVATE,07,Humber River-Black Creek,1750 WILSON AVE,3,10,61
2017,2017,1955,PRIVATE,07,Humber River-Black Creek,1760 WILSON AVE,4,32,59
2017,2017,1954,PRIVATE,07,Humber River-Black Creek,1770 WILSON AVE,3,31,63
2017,2017,1954,PRIVATE,07,Humber River-Black Creek,1780 WILSON AVE,3,31,61
2017,2017,1960,PRIVATE,19,Beaches-East York,419 WOODBINE AVE,3,11,63
2017,2017,1955,PRIVATE,08,Eglinton-Lawrence,3000 YONGE ST,12,272,69
2017,2017,1957,PRIVATE,08,Eglinton-Lawrence,3112 YONGE ST,4,41,64
2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,9 THIRTY THIRD ST,3,34,83
2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,11 THIRTY THIRD ST,3,23,83
2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,15 THIRTY THIRD ST,3,36,80
2017,2017,1959,PRIVATE,13,Toronto Centre,89 ISABELLA ST,13,76,66
2017,2017,1970,PRIVATE,16,Don Valley East,50 GRAYDON HALL DR,20,304,64
2017,2017,1970,PRIVATE,16,Don Valley East,100 GRAYDON HALL DR,24,286,53
2017,2017,1975,PRIVATE,12,Toronto-St. Paul's,250 HEATH ST W,17,81,60
2017,2017,1954,PRIVATE,21,Scarborough Centre,831 KENNEDY RD,6,50,56
2017,2017,1957,PRIVATE,21,Scarborough Centre,859 KENNEDY RD,5,34,72
2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,555 BRIMORTON DR,15,180,38
2017,2017,1956,PRIVATE,12,Toronto-St. Paul's,587 AVENUE RD,3,22,65
2017,2017,1961,PRIVATE,21,Scarborough Centre,819 KENNEDY RD,6,62,74
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,130 ORIOLE PKWY,4,39,64
2017,2017,1950,PRIVATE,05,York South-Weston,2605 KEELE ST,3,12,63
2017,2017,1994,SOCIAL HOUSING,24,Scarborough-Guildwood,228 GALLOWAY RD,5,60,64
2017,2017,1976,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,73
2017,2017,1975,PRIVATE,18,Willowdale,4 FOREST LANEWAY,29,277,76
2017,2017,1959,PRIVATE,12,Toronto-St. Paul's,111 ORIOLE PKWY,3,29,64
2017,2017,1962,PRIVATE,16,Don Valley East,267 ROYWOOD DR,7,72,63
2017,2017,1964,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,78
2017,2017,1997,SOCIAL HOUSING,10,Spadina-Fort York,85 THE ESPLANADE,7,128,68
2017,2017,1950,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,56
2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,561 AVENUE RD,14,60,74
2017,2017,1952,PRIVATE,12,Toronto-St. Paul's,565 AVENUE RD,12,63,69
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,585 AVENUE RD,11,57,68
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,606 AVENUE RD,11,62,69
2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,893 AVENUE RD,3,10,63
2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,901 AVENUE RD,3,10,61
2017,2017,1965,PRIVATE,04,Parkdale-High Park,30 SPRINGHURST AVE,12,122,54
2017,2017,1937,PRIVATE,20,Scarborough Southwest,2406 QUEEN ST E,4,13,73
2017,2017,1989,SOCIAL HOUSING,21,Scarborough Centre,3010 LAWRENCE AVE E,11,170,89
2017,2017,1964,PRIVATE,21,Scarborough Centre,3125 LAWRENCE AVE E,7,110,76
2017,2017,1960,PRIVATE,13,Toronto Centre,414 JARVIS ST,4,35,66
2017,2017,1992,SOCIAL HOUSING,24,Scarborough-Guildwood,3555 KINGSTON RD,9,133,82
2017,2017,1970,PRIVATE,17,Don Valley North,640 SHEPPARD AVE E,19,128,80
2017,2017,1958,PRIVATE,05,York South-Weston,2595 KEELE ST,3,23,52
2017,2017,1955,PRIVATE,05,York South-Weston,2597 KEELE ST,4,39,62
2017,2017,1969,PRIVATE,16,Don Valley East,270 CASSANDRA BLVD,4,83,68
2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,15 COUGAR CRT,17,193,53
2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,25 COUGAR CRT,21,236,66
2017,2017,1911,PRIVATE,09,Davenport,1505 DUNDAS ST W,3,12,58
2017,2017,1965,PRIVATE,05,York South-Weston,8 CASTLETON AVE,3,17,59
2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,3400 EGLINTON AVE E,16,221,61
2017,2017,1975,PRIVATE,24,Scarborough-Guildwood,3434 EGLINTON AVE E,17,214,60
2017,2017,1950,PRIVATE,20,Scarborough Southwest,2422 QUEEN ST E,4,24,60
2017,2017,1968,PRIVATE,11,University-Rosedale,20 PRINCE ARTHUR AVE,23,193,66
2017,2017,1988,SOCIAL HOUSING,14,Toronto-Danforth,1187-1189 QUEEN ST E,4,34,63
2017,2017,2008,PRIVATE,09,Davenport,1407 DUPONT ST,5,74,74
2017,2017,1966,PRIVATE,16,Don Valley East,250 CASSANDRA BLVD,4,234,66
2017,2017,1993,SOCIAL HOUSING,21,Scarborough Centre,963-967 PHARMACY AVE,4,72,78
2017,2017,1976,PRIVATE,20,Scarborough Southwest,39 PARKCREST DR,7,134,65
2017,2017,1967,PRIVATE,20,Scarborough Southwest,40 PARKCREST DR,12,100,67
2017,2017,1976,PRIVATE,20,Scarborough Southwest,45 PARKCREST DR,8,92,66
